Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %
"DevExpress.XtraScheduler.DateNavigator.OnControllerChanged",15,0,0.14,0.00,
"DevExpress.XtraScheduler.DateNavigator.RaiseEditDateModified",1,0,0.01,0.00,
"DevExpress.XtraScheduler.DateNavigator.set_DateTime",11,0,0.10,0.00,
"DevExpress.XtraScheduler.DateNavigator.set_ShowWeekNumbers",2,0,0.02,0.00,
"DevExpress.XtraScheduler.DateNavigator.SubscribeEditDateModified",1,0,0.01,0.00,
"DevExpress.XtraScheduler.DateNavigatorBase..ctor",70,0,0.65,0.00,
"DevExpress.XtraScheduler.DateNavigatorBase.Init",64,0,0.59,0.00,
"DevExpress.XtraScheduler.Drawing.DateNavigatorBaseInfoArgs..ctor",3,0,0.03,0.00,
"DevExpress.XtraScheduler.Drawing.DateNavigatorBaseInfoArgs.CreateBoldedCell",4,0,0.04,0.00,
"DevExpress.XtraScheduler.Drawing.DateNavigatorBoldedInfoArgs..ctor",3,0,0.03,0.00,
"DevExpress.XtraScheduler.Drawing.DateNavigatorBoldedInfoArgs.CreateDayCell",4,0,0.04,0.00,
"DevExpress.XtraScheduler.Drawing.DateNavigatorDayNumberCellInfo..ctor",4,0,0.04,0.00,
"DevExpress.XtraScheduler.Drawing.DateNavigatorInfoArgs..ctor",3,0,0.03,0.00,
"DevExpress.XtraScheduler.Drawing.DateNavigatorPainterBase.DrawDayCellText",14,0,0.13,0.00,
"DevExpress.XtraScheduler.Native.DateNavigatorController..ctor",1,0,0.01,0.00,
"DevExpress.XtraScheduler.Native.DateNavigatorController.EndUpdate",1,0,0.01,0.00,
"DevExpress.XtraScheduler.Native.DateNavigatorController.get_FirstDayOfWeek",4,0,0.04,0.00,
"DevExpress.XtraScheduler.Native.DateNavigatorControllerBase.RaiseChanged",15,0,0.14,0.00,
"DevExpress.XtraScheduler.Native.DateNavigatorControllerBase.UpdateAppointmentDatesMap",16,0,0.15,0.00,
"DevExpress.XtraScheduler.Native.DateNavigatorControllerWin..ctor",1,0,0.01,0.00,
"DevExpress.XtraScheduler.Native.DateTimeHelper..cctor",2,0,0.02,0.00,
"DevExpress.XtraTab.Buttons.CustomHeaderButtonCollection.Add",1,0,0.01,0.00,
"DevExpress.XtraTab.Buttons.CustomHeaderButtonCollection.OnInsertComplete",1,0,0.01,0.00,
"DevExpress.XtraTab.Buttons.TabButtonInfo.CalcSize",10,0,0.09,0.00,
"DevExpress.XtraTab.Buttons.TabButtonInfo.CreatePainter",1,0,0.01,0.00,
"DevExpress.XtraTab.Buttons.TabButtonInfo.Draw",20,0,0.19,0.00,
"DevExpress.XtraTab.Buttons.TabButtonInfo.get_Painter",1,0,0.01,0.00,
"DevExpress.XtraTab.Buttons.TabButtonInfo.UpdateViewInfo",1,0,0.01,0.00,
"DevExpress.XtraTab.Buttons.TabButtonInfoCollection.CalcSize",10,0,0.09,0.00,
"DevExpress.XtraTab.Buttons.TabButtonInfoCollection.CalcViewInfo",1,0,0.01,0.00,
"DevExpress.XtraTab.Buttons.TabButtonInfoCollection.Draw",20,0,0.19,0.00,
"DevExpress.XtraTab.Buttons.TabButtonsPanel.CalcButtonState",2,0,0.02,0.00,
"DevExpress.XtraTab.Buttons.TabButtonsPanel.CalcSize",10,0,0.09,0.00,
"DevExpress.XtraTab.Buttons.TabButtonsPanel.CalcViewInfo",3,0,0.03,0.00,
"DevExpress.XtraTab.Buttons.TabButtonsPanel.CanShowButton",1,0,0.01,0.00,
"DevExpress.XtraTab.Buttons.TabButtonsPanel.CreateButton",1,0,0.01,0.00,
"DevExpress.XtraTab.Buttons.TabButtonsPanel.CreateButtons",1,0,0.01,0.00,
"DevExpress.XtraTab.Buttons.TabButtonsPanel.CreateButtonsCore",1,0,0.01,0.00,
"DevExpress.XtraTab.Buttons.TabButtonsPanel.Draw",21,0,0.19,0.00,
"DevExpress.XtraTab.Buttons.TabButtonsPanel.ProcessEvent",1,0,0.01,0.00,
"DevExpress.XtraTab.Buttons.TabButtonsPanel.UpdateButtonStates",2,0,0.02,0.00,
"DevExpress.XtraTab.Buttons.UserTabButtonInfo.UpdateViewInfo",1,0,0.01,0.00,
"DevExpress.XtraTab.ColoredTabSkinElementPainter.Draw",23,0,0.21,0.00,
"DevExpress.XtraTab.Drawing.BaseTabPainter.Draw",99,0,0.92,0.00,
"DevExpress.XtraTab.Drawing.BaseTabPainter.DrawBackground",7,0,0.06,0.00,
"DevExpress.XtraTab.Drawing.BaseTabPainter.DrawForeground",91,0,0.84,0.00,
"DevExpress.XtraTab.Drawing.BaseTabPainter.DrawHeader",72,0,0.67,0.00,
"DevExpress.XtraTab.Drawing.BaseTabPainter.DrawHeaderButtons",21,0,0.19,0.00,
"DevExpress.XtraTab.Drawing.BaseTabPainter.DrawHeaderFocus",3,0,0.03,0.00,
"DevExpress.XtraTab.Drawing.BaseTabPainter.DrawHeaderPageControlBox",16,0,0.15,0.00,
"DevExpress.XtraTab.Drawing.BaseTabPainter.DrawHeaderPageImageText",8,0,0.07,0.00,
"DevExpress.XtraTab.Drawing.BaseTabPainter.DrawHeaderPageText",7,0,0.06,0.00,
"DevExpress.XtraTab.Drawing.BaseTabPainter.DrawHeaderRow",44,0,0.41,0.00,
"DevExpress.XtraTab.Drawing.BaseTabPainter.DrawPage",43,0,0.40,0.00,
"DevExpress.XtraTab.Drawing.BaseTabPainter.DrawVString",5,0,0.05,0.00,
"DevExpress.XtraTab.Drawing.BaseTabPainter.ExcludeHeaderButtonsClip",1,0,0.01,0.00,
"DevExpress.XtraTab.Drawing.SkinPageClientObjectInfo.CalcColor",1,0,0.01,0.00,
"DevExpress.XtraTab.Drawing.SkinTabPageObjectInfo..ctor",1,0,0.01,0.00,
"DevExpress.XtraTab.Drawing.SkinTabPagePainter.DrawObject",15,0,0.14,0.00,
"DevExpress.XtraTab.Drawing.SkinTabPagePainter.DrawTab",11,0,0.10,0.00,
"DevExpress.XtraTab.Drawing.SkinTabPainter.DrawHeaderPage",27,0,0.25,0.00,
"DevExpress.XtraTab.Drawing.SkinTabPainter.DrawTabPage",19,0,0.18,0.00,
"DevExpress.XtraTab.Drawing.SkinTabPainter.DrawTabSkinPane",19,0,0.18,0.00,
"DevExpress.XtraTab.Drawing.SkinTabPainter.GetHeaderClipBounds",4,0,0.04,0.00,
"DevExpress.XtraTab.Registrator.SkinViewInfoRegistrator.CreateClosePageButtonPainter",1,0,0.01,0.00,
"DevExpress.XtraTab.Registrator.SkinViewInfoRegistrator.CreateViewInfo",1,0,0.01,0.00,
"DevExpress.XtraTab.Registrator.SkinViewInfoRegistrator.GetSkinElement",1,0,0.01,0.00,
"DevExpress.XtraTab.Registrator.SkinViewInfoRegistrator.RegisterDefaultAppearances",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseClosePageButtonHelper..ctor",2,0,0.02,0.00,
"DevExpress.XtraTab.ViewInfo.BaseClosePageButtonHelper.CreateButtonPainter",2,0,0.02,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo..ctor",2,0,0.02,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.CalcCloseButtonOffset",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.CalcHitInfo",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.CalcTabButtons",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.CalcViewInfo",94,0,0.87,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.CanSelectPage",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.CreateCloseButtonHelper",2,0,0.02,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.get_DefaultAppearances",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.get_DisableDrawPinButtonForInactivePages",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.get_HeaderButtons",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.get_HeaderButtonsShowMode",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.get_IsDesignMode",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.get_IsTabHeaderFocused",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.get_OwnerControl",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.get_ShowClosePageButton",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.get_ShowToolTips",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.get_VisiblePagesCount",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.GetDefaultAppearance",2,0,0.02,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.GetPageHeaderAppearanceByState",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.GetToolTipInfo",16,0,0.15,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.LayoutChanged",69,0,0.64,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.MakePageVisible",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.OnHeaderButtonCalcState",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.OnHotTrackedPageChanged",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.OnPageClientBoundsChanged",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.OnSelectedPageChanged",5,0,0.05,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.RegisterDefaultAppearances",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.set_HotTrackedTabPage",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.set_SelectedTabPage",17,0,0.16,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabControlViewInfo.UpdatePaintAppearance",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHandler.OnMouseDown",8,0,0.07,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHandler.OnMouseEnter",2,0,0.02,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHandler.OnMouseLeave",2,0,0.02,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHandler.OnMouseMove",4,0,0.04,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHandler.OnMouseUp",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHandler.TryGetTabPageViewInfo",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHandler.UpdateHotTrackedPage",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CalcAppearances",8,0,0.07,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CalcButtons",12,0,0.11,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CalcButtons",16,0,0.15,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CalcButtonsSize",11,0,0.10,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CalcButtonsSize",9,0,0.08,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CalcCanShowButtons",10,0,0.09,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CalcCloseButtonOffset",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CalcClosePageButtonOffset",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CalcControlBoxRect",4,0,0.04,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CalcHPageIndent",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CalcHPageSize",22,0,0.20,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CalcMaxFirstVisibleIndex",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CalcOrientation",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CalcPageClientSize",29,0,0.27,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CalcPageIndent",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CalcPageSize",29,0,0.27,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CalcPagesSize",29,0,0.27,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CalcPagesViewInfo",7,0,0.06,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CalcPageTextSize",12,0,0.11,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CalcPageTextSize",3,0,0.03,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CalcPageViewInfo",21,0,0.19,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CalcRows",14,0,0.13,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CalcRowsViewInfo",61,0,0.57,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CalcRowsViewInfo",62,0,0.57,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CalcViewInfo",90,0,0.83,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CanDisableDrawPinButtonForInactivePage",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CanShowCloseButtonForPage",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CanShowPageCloseButtons",2,0,0.02,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.CreatePages",10,0,0.09,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.FindPage",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.get_VisiblePagesExists",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.GetMaxTabPageWidth",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.GetToolTipInfo",15,0,0.14,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.GetUserPageSize",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.IsPageFullyVisible",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.IsShowPageImage",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.IsShowPageText",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.MakePageVisible",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.NextStartPoint",2,0,0.02,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.UpdatePagesBounds",6,0,0.06,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabHeaderViewInfo.UpdatePaintAppearance",6,0,0.06,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabPageViewInfo..ctor",5,0,0.05,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabPageViewInfo.Clear",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabPageViewInfo.Dispose",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabPageViewInfo.get_ImageSize",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabPageViewInfo.get_ViewInfo",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabPageViewInfo.GetPageAppearance",7,0,0.06,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabPageViewInfo.GetPageAppearance",3,0,0.03,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabPageViewInfo.InitButtonsPanel",4,0,0.04,0.00,
"DevExpress.XtraTab.ViewInfo.BaseTabPageViewInfo.UpdatePaintAppearance",4,0,0.04,0.00,
"DevExpress.XtraTab.ViewInfo.SkinTabControlViewInfo..ctor",2,0,0.02,0.00,
"DevExpress.XtraTab.ViewInfo.SkinTabControlViewInfo.CalcPageClientBounds",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.SkinTabControlViewInfo.get_Skin",14,0,0.13,0.00,
"DevExpress.XtraTab.ViewInfo.SkinTabControlViewInfo.get_SkinName",10,0,0.09,0.00,
"DevExpress.XtraTab.ViewInfo.SkinTabControlViewInfo.get_SkinPane",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.SkinTabHeaderViewInfo.CalcHPageIndent",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.SkinTabHeaderViewInfo.CalcRowClientBounds",2,0,0.02,0.00,
"DevExpress.XtraTab.ViewInfo.SkinTabHeaderViewInfo.GetButtonsIndent",1,0,0.01,0.00,
"DevExpress.XtraTab.ViewInfo.SkinTabHeaderViewInfo.UpdatePageInfo",1,0,0.01,0.00,
"DevExpress.XtraTreeList.BaseTreeListOptions.BooleanChanged",2,0,0.02,0.00,
"DevExpress.XtraTreeList.Columns.TreeListBandCollection.get_VisibleCount",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Columns.TreeListColumn..ctor",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Columns.TreeListColumn.CreateOptionsFilter",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Columns.TreeListColumn.get_ColumnInfo",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Columns.TreeListColumn.get_ColumnType",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Columns.TreeListColumn.get_MinWidth",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Columns.TreeListColumn.GetCaption",2,0,0.02,0.00,
"DevExpress.XtraTreeList.Columns.TreeListColumn.GetCaptionFromColumnAnnotation",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Columns.TreeListColumn.set_Visible",2,0,0.02,0.00,
"DevExpress.XtraTreeList.Columns.TreeListColumnCollection.Add",6,0,0.06,0.00,
"DevExpress.XtraTreeList.Columns.TreeListColumnCollection.AddField",6,0,0.06,0.00,
"DevExpress.XtraTreeList.Columns.TreeListColumnCollection.Changed",3,0,0.03,0.00,
"DevExpress.XtraTreeList.Columns.TreeListColumnCollection.CreateColumn",2,0,0.02,0.00,
"DevExpress.XtraTreeList.Columns.TreeListColumnCollection.NotifyColumnChanged",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Columns.TreeListColumnCollection.OnInsertComplete",4,0,0.04,0.00,
"DevExpress.XtraTreeList.Columns.TreeListOptionsFind..ctor",6,0,0.06,0.00,
"DevExpress.XtraTreeList.Columns.TreeListOptionsFind.get_DefaultFindNullPrompt",6,0,0.06,0.00,
"DevExpress.XtraTreeList.Data.DataColumnInfoCollection.Populate",2,0,0.02,0.00,
"DevExpress.XtraTreeList.Data.TreeListData..ctor",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Data.TreeListData.Append",4,0,0.04,0.00,
"DevExpress.XtraTreeList.Data.TreeListData.PopulateColumns",2,0,0.02,0.00,
"DevExpress.XtraTreeList.Data.TreeListData.SetValues",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Data.TreeListDataHelper.CreateNode",3,0,0.03,0.00,
"DevExpress.XtraTreeList.Data.UnboundData..ctor",3,0,0.03,0.00,
"DevExpress.XtraTreeList.Data.UnboundData.AddDataRow",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Data.UnboundData.Columns_Changed",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Data.UnboundData.CreateColumns",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Data.UnboundData.GetValue",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Data.UnboundData.SetValuesCore",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Data.UnboundData.SynchronizeColumns",2,0,0.02,0.00,
"DevExpress.XtraTreeList.Data.UnboundDataColumnInfoCollection..ctor",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Data.UnboundDataColumnInfoCollection.AddColumnDefinitions",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Data.UnboundDataRow..ctor",1,0,0.01,0.00,
"DevExpress.XtraTreeList.GetNodeDisplayValueEventArgs..ctor",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Handler.StateData..ctor",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Handler.TreeListHandler..ctor",3,0,0.03,0.00,
"DevExpress.XtraTreeList.Handler.TreeListHandler.CreateStateData",2,0,0.02,0.00,
"DevExpress.XtraTreeList.Handler.TreeListHandler.OnResize",8,0,0.07,0.00,
"DevExpress.XtraTreeList.Handler.TreeListHandler+TreeListControlState.Resize",8,0,0.07,0.00,
"DevExpress.XtraTreeList.Helpers.HeaderWidthCalculator.Calculate",5,0,0.05,0.00,
"DevExpress.XtraTreeList.Helpers.HeaderWidthCalculator.CalculateCore",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Helpers.HeaderWidthCalculator.CalculateWidth",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Helpers.HeaderWidthCalculator.CreateHeaderWidths",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Helpers.HeaderWidthCalculator.GetLastChildren",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Helpers.HeaderWidthCalculator.GetLastChildrenCore",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Helpers.HeaderWidthInfo..ctor",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Helpers.HeaderWidthInfo.get_HasChildren",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Localization.TreeListLocalizer..cctor",5,0,0.05,0.00,
"DevExpress.XtraTreeList.Localization.TreeListLocalizer..ctor",4,0,0.04,0.00,
"DevExpress.XtraTreeList.Localization.TreeListLocalizer.CreateDefaultLocalizer",4,0,0.04,0.00,
"DevExpress.XtraTreeList.Localization.TreeListLocalizer.get_Active",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Localization.TreeListLocalizer.PopulateStringTable",2,0,0.02,0.00,
"DevExpress.XtraTreeList.Localization.TreeListResLocalizer..ctor",4,0,0.04,0.00,
"DevExpress.XtraTreeList.MouseHover..ctor",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Nodes.Operations.TreeListNodesIterator.DoLocalOperation",2,0,0.02,0.00,
"DevExpress.XtraTreeList.Nodes.Operations.TreeListNodesIterator.DoOperation",2,0,0.02,0.00,
"DevExpress.XtraTreeList.Nodes.Operations.TreeListNodesIterator.VisitParentNodes",2,0,0.02,0.00,
"DevExpress.XtraTreeList.Nodes.Operations.TreeListOperationCollapseExpand.Execute",2,0,0.02,0.00,
"DevExpress.XtraTreeList.Nodes.TreeListNode.Changed",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Nodes.TreeListNode.get_Item",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Nodes.TreeListNode.GetValue",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Nodes.TreeListNode.OnChangeExpanded",2,0,0.02,0.00,
"DevExpress.XtraTreeList.Nodes.TreeListNode.OnChangeExpandedCore",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Nodes.TreeListNode.set_Expanded",2,0,0.02,0.00,
"DevExpress.XtraTreeList.Nodes.TreeListNode.set_SelectImageIndex",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Nodes.TreeListNode+<>c__DisplayClass3.<OnChangeExpandedCore>b__0",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Nodes.TreeListNodes._add",2,0,0.02,0.00,
"DevExpress.XtraTreeList.Nodes.TreeListNodes.add",3,0,0.03,0.00,
"DevExpress.XtraTreeList.Nodes.TreeListNodes.Changed",2,0,0.02,0.00,
"DevExpress.XtraTreeList.Nodes.TreeListNodes.IndexOf",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Painter.ElementPainters..ctor",3,0,0.03,0.00,
"DevExpress.XtraTreeList.Painter.SkinElementPainters..ctor",4,0,0.04,0.00,
"DevExpress.XtraTreeList.Painter.SkinElementPainters.CreateFooterPanelPainter",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Painter.SkinElementPainters.CreateHeaderPainter",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Painter.SkinElementPainters.CreateSpecialRowSeparatorPainter",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Painter.SkinElementPainters.GetAppearanceDefault",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Painter.SkinElementPainters.UpdateAppearanceEx",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Painter.SkinTreeListSpecialRowSeparatorPainter..ctor",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Painter.TreeListFilterPanelInfoArgs..ctor",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Painter.TreeListPainter.set_PaintLink",5,0,0.05,0.00,
"DevExpress.XtraTreeList.Painter.TreeListPainter.UpdateElementPainters",4,0,0.04,0.00,
"DevExpress.XtraTreeList.Painter.TreeListSkinBorderPainter.CreateInfo",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Printing.TreeListPrinter..ctor",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Printing.TreeListPrintInfo..ctor",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Printing.TreeListPrintInfo.set_NeedsRecalc",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Scrolling.ScrollInfo..ctor",2,0,0.02,0.00,
"DevExpress.XtraTreeList.Scrolling.ScrollInfo.CreateHandles",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Scrolling.ScrollInfo.CreateVScroll",1,0,0.01,0.00,
"DevExpress.XtraTreeList.Scrolling.ScrollInfo.set_ClientRect",4,0,0.04,0.00,
"DevExpress.XtraTreeList.Scrolling.ScrollInfo.UpdateScrollBarRects",3,0,0.03,0.00,
"DevExpress.XtraTreeList.Scrolling.VTLScrollBar.SetBoundsCore",1,0,0.01,0.00,
"DevExpress.XtraTreeList.StyleFormatConditions.StyleFormatConditionCollection..ctor",1,0,0.01,0.00,
"DevExpress.XtraTreeList.StyleFormatConditions.TreeListFormatRuleCollection..ctor",4,0,0.04,0.00,
"DevExpress.XtraTreeList.TreeList..cctor",1,0,0.01,0.00,
"DevExpress.XtraTreeList.TreeList..ctor",56,0,0.52,0.00,
"DevExpress.XtraTreeList.TreeList..ctor",47,0,0.44,0.00,
"DevExpress.XtraTreeList.TreeList.AppendNode",12,0,0.11,0.00,
"DevExpress.XtraTreeList.TreeList.AppendNode",10,0,0.09,0.00,
"DevExpress.XtraTreeList.TreeList.AppendNode",11,0,0.10,0.00,
"DevExpress.XtraTreeList.TreeList.AppendNode",13,0,0.12,0.00,
"DevExpress.XtraTreeList.TreeList.CalculateVisibleRowsAreaHeight",1,0,0.01,0.00,
"DevExpress.XtraTreeList.TreeList.CheckMinColumnWidthes",3,0,0.03,0.00,
